id;the_geom;type;flats;height;levels
buildings.2620;MULTIPOLYGON (((168250.87212908914 5390178.58519787, 168255.13566558654 5390171.24816264, 168252.98719941423 5390169.974159212, 168250.13742044993 5390174.962727868, 168243.4693829514 5390171.048619927, 168242.96844524282 5390171.892839145, 168245.31728649858 5390173.24359006, 168244.40446667405 5390174.824582852, 168250.87212908914 5390178.58519787)));yes;1;0.0;0
buildings.2621;MULTIPOLYGON (((167625.3790422708 5389990.280032596, 167631.35689892643 5390000.45651811, 167632.47009383436 5390002.359813775, 167633.54989289504 5390004.278458998, 167637.60192235996 5390001.914688143, 167635.509115933 5389998.338334682, 167634.6519558539 5389996.8494669115, 167636.11024118328 5389995.943867045, 167637.00079710965 5389997.478782125, 167641.26433360705 5389994.961521524, 167635.18628940973 5389984.524106823, 167625.3790422708 5389990.280032596)));yes;1;0.0;0
buildings.2622;MULTIPOLYGON (((166084.1495602889 5390792.844590091, 166085.01785231708 5390791.340244154, 166081.81185098222 5390789.467487302, 166081.95656632027 5390788.101296066, 166077.86000905905 5390785.660572907, 166075.58909144686 5390789.651692881, 166071.6929092691 5390796.528703628, 166079.15131515227 5390800.826837941, 166078.61698159645 5390801.747866981, 166089.29252076356 5390808.056918368, 166094.59132852528 5390799.0001306115, 166084.1495602889 5390792.844590091)));yes;1;0.0;0
buildings.2623;MULTIPOLYGON (((169334.42265662368 5391392.315192454, 169311.40178592756 5391407.973698466, 169323.09033246088 5391416.447724524, 169341.88106250676 5391403.736688345, 169334.42265662368 5391392.315192454)));yes;1;0.0;0
buildings.2624;MULTIPOLYGON (((167554.78022120972 5391087.5322504835, 167559.44450787397 5391095.837122692, 167577.67864046592 5391085.536626111, 167573.01435380167 5391077.231763141, 167567.9938447669 5391080.087038662, 167565.81198274734 5391076.203250129, 167563.06239132475 5391077.784397041, 167563.20710666277 5391078.2909781495, 167563.29616225543 5391079.887476366, 167563.11805107014 5391080.962042629, 167562.61711336157 5391082.236171358, 167561.7933491297 5391083.310737893, 167560.7803417635 5391084.185742163, 167559.56695931382 5391084.830482203, 167554.78022120972 5391087.5322504835)));yes;1;0.0;0
buildings.2625;MULTIPOLYGON (((167898.13405861252 5391379.757703819, 167891.7888476373 5391375.950546814, 167888.76095748774 5391380.985819317, 167882.8944203229 5391377.470339142, 167881.90367685482 5391379.158997574, 167884.92043505536 5391380.955116425, 167883.59573311493 5391383.21177907, 167880.5789749144 5391381.415659779, 167878.67541162187 5391384.532003727, 167884.3527056523 5391387.924674932, 167887.56983893624 5391382.551666809, 167891.10979874345 5391384.670166784, 167898.80197555726 5391382.67447839, 167898.13405861252 5391379.757703819)));yes;1;0.0;0
buildings.2626;MULTIPOLYGON (((166152.08784552003 5389737.713374162, 166153.05632508988 5389743.898911075, 166156.27345837382 5389743.423100394, 166154.3587631322 5389731.282262002, 166151.14162984825 5389731.773420766, 166152.08784552003 5389737.713374162)));yes;1;0.0;0
buildings.2627;MULTIPOLYGON (((166913.4575028006 5391763.459610027, 166910.64111968354 5391768.387628589, 166906.82286114933 5391766.023407519, 166903.97308218502 5391771.089596265, 166904.54081158806 5391773.00860788, 166907.2792710616 5391774.574521648, 166905.375707769 5391777.951983624, 166919.1125329329 5391785.7662071865, 166927.27225160805 5391771.350581819, 166918.16631726117 5391766.146224185, 166913.4575028006 5391763.459610027)));yes;1;0.0;0
buildings.2628;MULTIPOLYGON (((167567.00310129882 5391656.364128444, 167566.26839265964 5391655.949627124, 167564.66539199217 5391655.013161239, 167556.0492634048 5391669.935219001, 167564.34256546886 5391674.755724281, 167566.1682051179 5391671.593226907, 167560.21261236048 5391668.1390441125, 167567.00310129882 5391656.364128444)));yes;1;0.0;0
buildings.2629;MULTIPOLYGON (((167001.58914366164 5390816.960209883, 167001.3887685782 5390817.466776723, 166998.72823274825 5390824.174952381, 167002.31272035182 5390825.5872005075, 167005.12910346885 5390818.433858958, 167001.58914366164 5390816.960209883)));yes;1;0.0;0
buildings.2630;MULTIPOLYGON (((167173.98963905318 5390174.149207255, 167179.71146087995 5390166.520536325, 167185.0881922853 5390159.367703697, 167171.89683262625 5390149.666875135, 167171.7743811864 5390149.559429305, 167167.5887683326 5390155.223361136, 167165.93010791973 5390153.949359908, 167163.45881522415 5390157.234134521, 167165.11747563697 5390158.47743736, 167160.93186278312 5390164.141374649, 167173.98963905318 5390174.149207255)));yes;1;0.0;0
buildings.2631;MULTIPOLYGON (((168459.46259093756 5392162.376612712, 168461.9450155823 5392166.521853412, 168469.49247705805 5392161.962088744, 168466.75401758455 5392157.402326315, 168460.11937593328 5392146.333013401, 168456.24545765365 5392148.666626119, 168453.97454004147 5392144.905211175, 168449.25459363183 5392147.745463135, 168455.24358223652 5392157.75543915, 168457.61468739042 5392156.327635162, 168460.76502897986 5392161.593623011, 168459.46259093756 5392162.376612712)));yes;1;0.0;0
buildings.2632;MULTIPOLYGON (((167267.82083784282 5392269.477945577, 167262.46637033566 5392259.176143696, 167254.19533216974 5392263.505662614, 167244.132050202 5392268.7717114, 167244.77770324866 5392270.0152977025, 167249.23048288035 5392278.5822300995, 167250.7889557515 5392281.576052427, 167254.22872801695 5392279.779758916, 167252.9262899747 5392277.277230926, 167267.82083784282 5392269.477945577)));yes;1;0.0;0
buildings.2633;MULTIPOLYGON (((168086.0747549188 5392163.773712146, 168081.81121842144 5392165.063342583, 168075.37695185354 5392166.9977885755, 168077.11353590994 5392172.816481733, 168075.54393108978 5392173.292417219, 168076.7573135394 5392177.345546219, 168089.03585337388 5392173.645530656, 168086.0747549188 5392163.773712146)));yes;1;0.0;0
buildings.2634;MULTIPOLYGON (((166555.32043702048 5390513.270698623, 166551.12369221757 5390503.078299759, 166531.6427813288 5390511.183097945, 166536.09556096053 5390521.421555789, 166555.32043702048 5390513.270698623)));yes;1;0.0;0
buildings.2635;MULTIPOLYGON (((166759.11302881574 5390775.529276096, 166755.7957079901 5390783.465457658, 166763.53241260024 5390786.428095848, 166766.79407368047 5390778.691467548, 166759.11302881574 5390775.529276096)));yes;1;0.0;0
buildings.2636;MULTIPOLYGON (((165484.95013719593 5390422.107457216, 165483.99278957507 5390426.436117522, 165480.24132273535 5390443.290282263, 165492.33061943552 5390445.99186343, 165492.67570985697 5390446.068612909, 165497.37339236846 5390424.901131367, 165484.95013719593 5390422.107457216)));yes;1;0.0;0
buildings.2637;MULTIPOLYGON (((168319.40040762152 5390211.694025348, 168312.40954359964 5390207.7645523865, 168309.30372980653 5390213.305723726, 168307.08847193976 5390214.19599533, 168305.7303741521 5390213.428519805, 168298.53913504686 5390209.422298589, 168293.19579948875 5390219.061791649, 168310.0829662421 5390228.517100319, 168315.3038503603 5390219.1078402065, 168314.30197494317 5390218.555257527, 168315.54875324006 5390216.360276657, 168316.50610086086 5390216.912859206, 168319.40040762152 5390211.694025348)));yes;1;0.0;0
buildings.2638;MULTIPOLYGON (((167666.91234428578 5391754.816393776, 167673.29095110827 5391750.579224986, 167675.96261888728 5391748.798386509, 167674.43754186342 5391746.480226591, 167676.3967649014 5391745.190654434, 167677.92184192524 5391747.49346198, 167681.51746147784 5391745.113894194, 167677.15373743878 5391738.481811726, 167674.37075016892 5391734.275354467, 167667.6025251287 5391738.758148398, 167659.76563297687 5391743.977842694, 167666.91234428578 5391754.816393776)));yes;1;0.0;0
buildings.2639;MULTIPOLYGON (((166794.23432816102 5389848.347620805, 166789.18042327897 5389859.982098102, 166791.76303546538 5389861.102569641, 166796.8280722965 5389849.483439843, 166794.23432816102 5389848.347620805)));yes;1;0.0;0
buildings.2640;MULTIPOLYGON (((166702.56272749274 5391247.122188599, 166712.03601615925 5391228.97706094, 166710.64452252432 5391228.209501334, 166716.210497064 5391217.571131718, 166709.052653806 5391213.902201882, 166708.13983398152 5391215.713639865, 166700.79274758915 5391211.814443297, 166696.21751651753 5391209.450364288, 166693.2230222152 5391215.176348898, 166695.49393982737 5391216.3430378875, 166696.88543346227 5391217.095245339, 166695.22677304945 5391220.288289896, 166693.83527941458 5391219.536082182, 166691.83152858028 5391223.327823715, 166693.2230222152 5391224.064680548, 166691.51983400606 5391227.319132271, 166690.1394723202 5391226.566923985, 166684.31746295173 5391237.635137726, 166702.56272749274 5391247.122188599)));yes;1;0.0;0
buildings.2641;MULTIPOLYGON (((167795.5531478465 5389916.66584887, 167800.98553899722 5389929.206005219, 167817.59440702357 5389921.945912633, 167812.1286200256 5389909.390417104, 167795.5531478465 5389916.66584887)));yes;1;0.0;0
buildings.2642;MULTIPOLYGON (((167472.18115904112 5390124.58598255, 167467.24970559898 5390112.859076876, 167462.93050935623 5390114.716347599, 167463.35352342125 5390115.729404511, 167459.43507734532 5390117.4178329455, 167459.04545912752 5390118.446239508, 167457.7207571871 5390119.044864274, 167456.71888176995 5390118.52298627, 167449.60556630825 5390121.577507949, 167454.11400568538 5390132.291365824, 167472.18115904112 5390124.58598255)));yes;1;0.0;0
buildings.2643;MULTIPOLYGON (((167234.75894907722 5390453.897062859, 167238.42136032434 5390455.8618513355, 167242.23961885856 5390448.785544789, 167238.57720761144 5390446.866807502, 167234.75894907722 5390453.897062859)));yes;1;0.0;0
buildings.2644;MULTIPOLYGON (((167328.77939100124 5391439.091219867, 167334.71271986052 5391428.053468444, 167320.1743943629 5391420.193492134, 167312.7939121233 5391433.902400453, 167316.92386523174 5391436.159075994, 167317.54725438022 5391435.007710854, 167318.37101861203 5391433.426502958, 167323.89246535543 5391436.404700577, 167328.77939100124 5391439.091219867)));yes;1;0.0;0
buildings.2645;MULTIPOLYGON (((166677.99451587466 5391477.792535662, 166680.6884475519 5391452.815507718, 166672.91834709453 5391451.971171753, 166670.22441541732 5391476.994252228, 166671.58251320498 5391477.132416666, 166671.14836719088 5391481.3234055275, 166669.74574160692 5391481.169889418, 166667.06294187877 5391506.162345474, 166668.45443551367 5391506.300510347, 166667.98689365236 5391510.522215725, 166666.6176639156 5391510.337995813, 166663.89033639117 5391535.3612339785, 166671.69383269578 5391536.190225845, 166674.4322921693 5391511.213040426, 166673.70871547912 5391511.12093046, 166674.18738928958 5391506.945279772, 166674.86643818338 5391506.991334732, 166677.56036986058 5391482.014228051, 166676.88132096673 5391481.922118376, 166677.31546698086 5391477.746480849, 166677.99451587466 5391477.792535662)));yes;1;0.0;0
buildings.2646;MULTIPOLYGON (((167049.36746911012 5391605.795104102, 167046.92957226172 5391610.062910302, 167053.11893594984 5391613.731997062, 167043.31168881097 5391630.680433427, 167047.56409335928 5391633.198138578, 167053.5196861167 5391636.68301208, 167057.64963922516 5391629.605803392, 167061.01148784708 5391623.818155186, 167062.20260639858 5391624.493636485, 167067.0450042481 5391616.1575866, 167049.36746911012 5391605.795104102)));yes;1;0.0;0
buildings.2647;MULTIPOLYGON (((166832.60615663746 5390594.948444539, 166845.65280095843 5390598.785980852, 166848.16862145037 5390592.384971166, 166850.6065182987 5390586.1835175585, 166838.31684651517 5390582.63763877, 166838.4949577004 5390582.008283801, 166834.17576145765 5390580.857024825, 166824.49096575862 5390577.771651479, 166821.2738324747 5390591.602114171, 166825.103222958 5390592.722674206, 166826.227549815 5390588.347885798, 166829.88996106212 5390589.775448103, 166830.5244821596 5390585.907215265, 166835.27782441647 5390586.843573068, 166832.60615663746 5390594.948444539)));yes;1;0.0;0
buildings.2648;MULTIPOLYGON (((167037.3004363081 5392056.458665732, 167041.11869484233 5392054.2325441735, 167039.7494651056 5392051.914307807, 167041.7420839908 5392050.71680845, 167040.88492391168 5392049.227610754, 167039.33758298965 5392050.164116494, 167038.91456892464 5392049.38113628, 167034.61763658002 5392051.868250136, 167037.3004363081 5392056.458665732)));yes;1;0.0;0
buildings.2649;MULTIPOLYGON (((167769.58231064441 5392338.351389351, 167770.98493622843 5392335.971669751, 167762.4355993355 5392330.935878045, 167761.0441057006 5392333.315596347, 167769.58231064441 5392338.351389351)));yes;1;0.0;0
buildings.2650;MULTIPOLYGON (((168809.32861855178 5389785.586160846, 168830.25668282094 5389772.2941087, 168829.8225368068 5389771.710855117, 168832.90608670178 5389769.746211736, 168833.26230907234 5389770.252721319, 168838.93960310277 5389766.599713444, 168831.88194738646 5389755.487210946, 168826.19352140694 5389759.109516926, 168826.627667421 5389759.784862263, 168822.80940888685 5389762.240663914, 168822.34186702553 5389761.565318394, 168805.0539501053 5389772.892711099, 168787.96640826855 5389757.421153794, 168787.25396352744 5389756.7611573795, 168782.26685033992 5389761.949037432, 168809.32861855178 5389785.586160846)));yes;1;0.0;0
buildings.2651;MULTIPOLYGON (((166750.70840726083 5390854.998851717, 166748.71578837564 5390859.266311998, 166753.16856800736 5390861.292588795, 166755.21684663798 5390856.779518356, 166750.70840726083 5390854.998851717)));yes;1;0.0;0
buildings.2652;MULTIPOLYGON (((168186.84115798486 5391130.576437795, 168185.68343528063 5391135.135694742, 168187.6760541658 5391135.642278986, 168185.60551163706 5391143.824385914, 168196.82651630903 5391146.66433091, 168198.31819748567 5391140.800229226, 168198.9861144304 5391138.159849579, 168197.10481503597 5391137.6993183205, 168198.18461409668 5391133.493133901, 168186.84115798486 5391130.576437795)));yes;1;0.0;0
buildings.2653;MULTIPOLYGON (((168482.43893383731 5392252.1291651055, 168483.8526913704 5392251.300109155, 168481.55950986006 5392247.369770833, 168479.51123122947 5392248.582648498, 168471.7745266193 5392253.142455815, 168471.10660967455 5392253.526278082, 168473.44431898123 5392257.518030604, 168470.6168039151 5392259.191496596, 168478.98802962273 5392273.500410821, 168478.55388360863 5392273.761410533, 168479.66707851656 5392275.680526303, 168480.75800952633 5392275.035703358, 168481.83780858706 5392276.8780547455, 168494.47257079207 5392269.431886822, 168488.3722626966 5392259.007261793, 168487.62642210827 5392257.74832407, 168486.2126645752 5392258.577380602, 168482.43893383731 5392252.1291651055)));yes;1;0.0;0
buildings.2654;MULTIPOLYGON (((166788.74627726493 5390793.704216453, 166783.5142611976 5390806.414415529, 166793.97829333215 5390810.758605926, 166795.9597802683 5390806.030653221, 166799.38842058473 5390797.864195146, 166788.74627726493 5390793.704216453)));yes;1;0.0;0
buildings.2655;MULTIPOLYGON (((165661.491717645 5391044.841333609, 165667.00203243925 5391045.010193374, 165667.15787972638 5391040.159314068, 165661.36926620512 5391039.990454392, 165661.33587035787 5391041.387384536, 165661.61416908485 5391041.387384536, 165661.491717645 5391044.841333609)));yes;1;0.0;0
buildings.2656;MULTIPOLYGON (((169020.05641462345 5391999.715761781, 169028.8061265998 5392001.972575184, 169030.5872384525 5391993.927882295, 169020.84678300808 5391991.578956108, 169019.72245615107 5391998.272629687, 169020.05641462345 5391999.715761781)));yes;1;0.0;0
buildings.2657;MULTIPOLYGON (((168169.3083381849 5391417.061784683, 168167.7164694666 5391423.233091556, 168170.1098385186 5391423.831800649, 168166.70346210035 5391437.156925901, 168178.09144600853 5391440.027663919, 168179.47180769438 5391434.669977106, 168182.09894767706 5391435.376147683, 168183.13421894144 5391431.354046419, 168180.6183984495 5391430.693930729, 168180.963488871 5391429.373699493, 168183.47930936288 5391430.003112033, 168184.1806221549 5391427.285892336, 168185.71683112785 5391421.268097876, 168169.3083381849 5391417.061784683)));yes;1;0.0;0
buildings.2658;MULTIPOLYGON (((166796.8169403474 5389519.165503631, 166803.37365835515 5389528.911717124, 166817.29972665338 5389519.42642575, 166810.69848084933 5389509.680222235, 166796.8169403474 5389519.165503631)));yes;1;0.0;0
buildings.2659;MULTIPOLYGON (((166499.99465009623 5391275.614102066, 166509.67944579525 5391279.237002514, 166511.57187713875 5391274.109677718, 166509.25643173026 5391273.250006773, 166510.90396019397 5391268.828843172, 166513.21940560246 5391269.673162444, 166515.0227813533 5391264.776111721, 166507.29720869227 5391261.890076774, 166506.91872242358 5391262.9339616485, 166505.36024955247 5391262.350614203, 166505.73873582119 5391261.322080636, 166507.46418792848 5391256.655302904, 166497.70146858587 5391252.986357594, 166494.12811293142 5391262.703692917, 166503.49008210714 5391266.17307577, 166499.99465009623 5391275.614102066)));yes;1;0.0;0
buildings.2660;MULTIPOLYGON (((168259.97806343602 5390162.882721616, 168262.49388392796 5390158.49278678, 168259.8444800471 5390156.942495604, 168256.40470778156 5390162.852022763, 168259.06524361155 5390164.417664359, 168259.97806343602 5390162.882721616)));yes;1;0.0;0
buildings.2661;MULTIPOLYGON (((167738.50190881497 5390010.111142906, 167733.4813997802 5389998.890904225, 167727.70391820802 5390001.469562527, 167728.09353642576 5390002.359813775, 167723.44038171065 5390004.447299796, 167724.01924306276 5390005.7059313, 167722.11567977018 5390006.565484617, 167721.65926985792 5390005.552439643, 167715.26953108638 5390008.422734026, 167714.76859337784 5390007.2868955005, 167707.44377088366 5390010.571618107, 167711.65164763562 5390019.949968034, 167715.0134962576 5390018.461096792, 167716.89479565198 5390022.758870108, 167729.84125243122 5390016.941527419, 167728.76145337053 5390014.48565825, 167738.50190881497 5390010.111142906)));yes;1;0.0;0
buildings.2662;MULTIPOLYGON (((165906.372333492 5391268.2147928355, 165910.8919048182 5391268.07663152, 165910.81398117467 5391265.31340556, 165911.15907159614 5391265.282703056, 165911.1145437998 5391263.655470383, 165906.21648620488 5391263.7936316375, 165906.372333492 5391268.2147928355)));yes;1;0.0;0
buildings.2663;MULTIPOLYGON (((168705.4341377944 5391382.966155899, 168704.4433943263 5391384.654815333, 168694.19086922432 5391401.510723661, 168701.2373929915 5391399.852764101, 168709.87578547708 5391385.683362597, 168705.4341377944 5391382.966155899)));yes;1;0.0;0
buildings.2664;MULTIPOLYGON (((167391.45226431786 5391330.234082087, 167389.78247195593 5391329.435811367, 167387.03288053334 5391335.146518783, 167383.9938584347 5391341.4405821115, 167385.6636507966 5391342.238853866, 167391.45226431786 5391330.234082087)));yes;1;0.0;0
buildings.2665;MULTIPOLYGON (((167717.97459471266 5391454.120390731, 167720.67965833895 5391449.530273653, 167715.4476422717 5391446.413907836, 167714.16746812756 5391448.593828643, 167716.68328861948 5391450.098281329, 167715.26953108638 5391452.508476446, 167717.97459471266 5391454.120390731)));yes;1;0.0;0
buildings.2666;MULTIPOLYGON (((167445.10825888024 5391566.694107883, 167443.10450804592 5391565.481319517, 167442.0469728834 5391564.851897764, 167437.70551274245 5391572.067222829, 167440.8113265356 5391573.909434382, 167445.10825888024 5391566.694107883)));yes;1;0.0;0
buildings.2667;MULTIPOLYGON (((166955.71438150576 5390658.068443815, 166971.09873513336 5390668.00005874, 166973.21380545842 5390664.438798376, 166975.94113298287 5390659.787671605, 166977.922619919 5390656.487368542, 166965.37691330657 5390649.395558507, 166961.40280748525 5390656.502718786, 166957.98529911792 5390654.583938476, 166955.71438150576 5390658.068443815)));yes;1;0.0;0
buildings.2668;MULTIPOLYGON (((167522.31945769442 5392220.947500667, 167535.3661020154 5392227.349635907, 167542.57960501878 5392212.334563112, 167536.89117903923 5392209.632466709, 167537.88192250728 5392207.559836476, 167530.4457805223 5392203.967278507, 167522.31945769442 5392220.947500667)));yes;1;0.0;0
buildings.2669;MULTIPOLYGON (((167877.28391798693 5392242.057675601, 167873.28754826746 5392228.838862245, 167863.4135094341 5392231.832668497, 167864.1704819715 5392234.365889927, 167864.64915578187 5392235.9318817, 167862.0108838501 5392236.730230552, 167858.71582692262 5392237.7435195735, 167859.87354962688 5392241.566383709, 167861.47655029426 5392246.863125781, 167877.28391798693 5392242.057675601)));yes;1;0.0;0
buildings.2670;MULTIPOLYGON (((165333.27733099012 5390126.120918944, 165338.78764578432 5390123.572924666, 165337.35162435312 5390120.487703617, 165331.87470540608 5390123.035697047, 165333.27733099012 5390126.120918944)));yes;1;0.0;0
buildings.2671;MULTIPOLYGON (((166212.01112741404 5391413.653751304, 166220.66065184865 5391419.287753108, 166221.89629819646 5391417.399517789, 166223.25439598414 5391415.250307326, 166225.83700817055 5391416.923621142, 166224.43438258654 5391419.072831993, 166229.54394721397 5391422.434812825, 166228.84263442195 5391423.463364279, 166233.3288099009 5391426.380152613, 166238.93931223694 5391417.752602412, 166234.4976645543 5391414.866519797, 166236.43462369408 5391411.919032097, 166238.4161106302 5391408.8487334065, 166233.01711532671 5391405.333242653, 166229.64413475565 5391410.598803537, 166228.68678713485 5391412.057195563, 166226.1932305411 5391410.3378281435, 166227.1060503656 5391408.925490859, 166218.61237321806 5391403.414307218, 166212.01112741404 5391413.653751304)));yes;1;0.0;0
buildings.2672;MULTIPOLYGON (((166688.25817292582 5390645.558001223, 166687.1783738651 5390640.9529345855, 166685.39726201244 5390641.382740711, 166684.95198404926 5390639.479313744, 166682.81464982603 5390640.016571316, 166684.3842546462 5390646.494365056, 166688.25817292582 5390645.558001223)));yes;1;0.0;0
buildings.2673;MULTIPOLYGON (((166270.58744346944 5390863.165360163, 166267.47049772725 5390864.930677782, 166264.7431702028 5390864.884626015, 166260.81359217782 5390867.141162934, 166260.34605031647 5390866.327581531, 166258.97682057973 5390866.496438042, 166257.60759084296 5390866.772748707, 166256.31628474974 5390867.248617084, 166255.06950645286 5390867.847290247, 166253.92291569768 5390868.568768207, 166252.83198468792 5390869.366999206, 166251.80784537265 5390870.318736257, 166250.9061574972 5390871.423979408, 166259.17719566313 5390886.86669612, 166261.5705647152 5390887.680279323, 166267.12540730578 5390884.5948037775, 166268.59482458423 5390887.219760521, 166271.03272143265 5390887.9258893635, 166277.8788701164 5390884.1035838835, 166276.37605699067 5390878.285700258, 166274.0049518368 5390874.048932423, 166272.8360971835 5390874.724359046, 166270.65423516394 5390870.856007217, 166271.86761761355 5390870.180580872, 166273.89363234604 5390869.044636677, 166270.58744346944 5390863.165360163)));yes;1;0.0;0
buildings.2674;MULTIPOLYGON (((167305.29097844384 5390652.296752866, 167312.5267453454 5390655.9961607475, 167313.0165511049 5390655.044445717, 167316.3561358287 5390656.732972452, 167315.94425371278 5390657.454433971, 167319.52874131632 5390659.311813881, 167318.90535216787 5390660.539833861, 167333.13198309124 5390667.846556108, 167336.62741510218 5390669.627186774, 167334.92422689302 5390672.973545329, 167334.44555308262 5390672.7279409915, 167331.5846421692 5390673.4187032115, 167329.7144747239 5390677.10276925, 167330.7497459883 5390679.957921439, 167331.22841979872 5390680.203525969, 167329.56975938586 5390683.427086035, 167326.10772322217 5390681.615752146, 167320.58627647883 5390692.422359576, 167317.8812128526 5390691.056182659, 167314.2633294018 5390698.209425845, 167313.30598178098 5390697.687515209, 167311.39128653935 5390701.3715909, 167314.45257253616 5390702.983374476, 167312.83843991964 5390706.176241819, 167310.73450154363 5390705.086368709, 167308.94225774184 5390708.66299503, 167305.24645064754 5390715.893003525, 167307.82906283392 5390717.213133073, 167310.24469578415 5390718.502562116, 167308.63056316765 5390721.695434803, 167306.15927047204 5390720.452056364, 167300.6378237287 5390731.335460946, 167314.94237829561 5390738.688290181, 167313.52862076255 5390741.451359041, 167320.80891546045 5390745.196853703, 167329.49183574232 5390728.1272345735, 167322.42304807695 5390724.458498594, 167335.01328248566 5390699.775157924, 167337.6738183156 5390701.141336128, 167341.36962540992 5390693.9266894525, 167342.37150082705 5390694.402548954, 167347.6480446907 5390684.0564478915, 167351.2993239887 5390676.826464245, 167347.52559325082 5390674.861628903, 167354.76136015236 5390660.631935365, 167340.64604871982 5390653.40197, 167342.01527845656 5390650.746379046, 167334.74611570776 5390647.046973262, 167327.5103488062 5390643.347568951, 167328.01128651478 5390642.349804558, 167313.97389872573 5390635.227304926, 167305.29097844384 5390652.296752866)));3;1;0.0;0
buildings.2675;MULTIPOLYGON (((167771.08512377014 5391993.620833085, 167774.3913126467 5391998.871375952, 167776.4952510227 5391997.535711257, 167778.35428651897 5391996.353571398, 167780.23558591335 5391999.347302501, 167778.37655041707 5392000.514090267, 167779.7791760011 5392002.75555139, 167779.42295363056 5392002.985838526, 167781.69387124272 5392006.578318533, 167782.0500936133 5392006.348031312, 167783.43045529912 5392008.543436392, 167795.04107818886 5392001.189599043, 167793.87222353552 5391999.331950032, 167793.49373726684 5391999.577589548, 167792.3137506644 5391997.704588393, 167793.0373273546 5391997.259366861, 167791.72375736322 5391995.156079232, 167792.1245075301 5391994.895087367, 167790.22094423752 5391991.870652794, 167789.80906212158 5391992.131644569, 167786.13551892538 5391986.29771248, 167778.37655041707 5391991.210497153, 167777.38580694905 5391989.629194301, 167771.2632349554 5391993.513365863, 167771.08512377014 5391993.620833085)));yes;1;0.0;0
buildings.2676;MULTIPOLYGON (((167569.85288026315 5391872.24507829, 167569.1181716239 5391870.786613802, 167573.23699278326 5391868.68335489, 167571.24437389808 5391864.7531789355, 167575.16281997398 5391862.742034854, 167574.04962506602 5391860.546664334, 167574.49490302923 5391860.316380744, 167572.86963846366 5391857.107763303, 167572.4577563477 5391857.32269458, 167571.3334294907 5391855.081268653, 167558.43150050775 5391861.667377895, 167559.4779037212 5391863.7245784765, 167559.9677094807 5391863.478942558, 167561.12543218496 5391865.766427266, 167563.07352327384 5391864.768531182, 167564.63199614492 5391867.85433326, 167562.68390505607 5391868.836877424, 167560.59109862917 5391869.911535219, 167563.4297456444 5391875.530462296, 167567.14781663686 5391873.6267817, 167569.85288026315 5391872.24507829)));yes;1;0.0;0
buildings.2677;MULTIPOLYGON (((165927.52303674276 5390687.924721716, 165926.7326683581 5390702.783820306, 165938.34329124787 5390703.367132511, 165939.1336596325 5390688.569434175, 165927.52303674276 5390687.924721716)));yes;1;0.0;0
buildings.2678;MULTIPOLYGON (((166238.66101350993 5391687.08333359, 166251.36256740947 5391674.356574065, 166245.406974652 5391668.415378687, 166246.386586171 5391667.432855785, 166240.55344485346 5391661.537720576, 166235.53293581866 5391666.573148335, 166233.6405044752 5391664.715566435, 166216.1188166243 5391682.324229667, 166217.96672017148 5391684.181815103, 166212.9016833404 5391689.26331104, 166218.73482465796 5391695.14311193, 166219.71443617693 5391694.160586197, 166225.70342478162 5391700.163205986, 166233.67390032238 5391692.118775233, 166235.52180386955 5391693.976362632, 166240.50891705713 5391688.940919974, 166238.66101350993 5391687.08333359)));yes;1;0.0;0
buildings.2679;MULTIPOLYGON (((168344.40276525368 5391679.284545222, 168344.4250291518 5391677.887518864, 168330.1650023812 5391677.611184003, 168330.09821068673 5391681.464520836, 168338.0241584312 5391681.633392208, 168338.06868622752 5391679.146377769, 168344.40276525368 5391679.284545222)));yes;1;0.0;0
buildings.2680;MULTIPOLYGON (((167366.5834900746 5391189.908357672, 167368.16422684386 5391186.66927022, 167370.7913668266 5391187.95876461, 167372.70606206823 5391183.998175258, 167375.45565349085 5391185.333722641, 167379.5299468539 5391177.059472407, 167373.84152087435 5391174.204166992, 167372.04927707257 5391177.903783316, 167360.63902926625 5391172.223875042, 167354.81701989778 5391184.028877494, 167366.5834900746 5391189.908357672)));yes;1;0.0;0
buildings.2681;MULTIPOLYGON (((167844.81202252253 5390702.323310696, 167845.157112944 5390705.792483667, 167851.14610154866 5390705.147770005, 167850.84553892352 5390701.739998554, 167844.81202252253 5390702.323310696)));yes;1;0.0;0
buildings.2682;MULTIPOLYGON (((166952.8868664396 5389468.8230208205, 166958.57529241915 5389462.791150226, 166951.4731089065 5389455.991870781, 166945.55091199634 5389462.238612658, 166947.08712096926 5389463.666001444, 166943.12414709703 5389467.794686372, 166944.45998098655 5389469.053244969, 166942.50075794858 5389471.109914263, 166941.19831990628 5389469.882051942, 166936.5006373948 5389474.839547056, 166937.80307543708 5389476.113454902, 166932.77143445323 5389481.408615876, 166940.50813906337 5389488.775801405, 166945.77355097787 5389483.235063412, 166943.7252723473 5389481.3011778, 166954.26722812542 5389470.127624392, 166952.8868664396 5389468.8230208205)));yes;1;0.0;0
buildings.2683;MULTIPOLYGON (((167153.76288757604 5391979.880391427, 167147.41767660083 5391987.295621653, 167153.46232495093 5391992.40798881, 167156.50134704958 5391988.861571656, 167161.16563371383 5391983.350042928, 167164.68332962287 5391986.328417376, 167170.06006102817 5391979.86503899, 167160.5756404126 5391971.897127422, 167153.76288757604 5391979.880391427)));yes;1;0.0;0
