id;the_geom;type;flats;height;levels
buildings.83;MULTIPOLYGON (((167412.17995350354 5391396.56754882, 167400.94781688254 5391407.820183571, 167408.12792403868 5391414.973980305, 167410.94430715576 5391412.149304539, 167413.3933359532 5391409.708416934, 167414.52879475927 5391410.890481925, 167415.7199133108 5391412.041844066, 167421.76456166085 5391406.024059507, 167423.22284699025 5391407.482450815, 167426.20620934348 5391404.504262497, 167425.96130646378 5391404.2739902465, 167420.25061658607 5391398.624646105, 167417.30065008003 5391401.6335354885, 167412.17995350354 5391396.56754882)));yes;1;0.0;0
buildings.84;MULTIPOLYGON (((165893.74870323605 5389943.23503746, 165905.9047916307 5389933.442340944, 165904.90291621356 5389932.183719258, 165901.36295640634 5389927.763195666, 165904.91404816264 5389924.923624337, 165910.82511312375 5389920.180774702, 165906.8064795061 5389915.176994227, 165891.77834824903 5389927.24132844, 165897.22187134883 5389934.056302805, 165890.66515334108 5389939.336376475, 165893.74870323605 5389943.23503746)));yes;1;0.0;0
buildings.85;MULTIPOLYGON (((167266.62971929132 5391593.344788611, 167272.00645069664 5391584.13371517, 167262.87825245163 5391578.729889686, 167266.35142056434 5391572.819459168, 167257.8911392641 5391567.845489398, 167252.10252574284 5391577.793431614, 167253.1600609054 5391581.416450259, 167259.004334172 5391584.824545362, 167258.2918894309 5391586.021984481, 167257.25661816655 5391587.818143446, 167266.62971929132 5391593.344788611)));yes;1;0.0;0
buildings.86;MULTIPOLYGON (((166934.54141435688 5390644.376033903, 166940.08512499838 5390634.782148878, 166927.261119659 5390627.368001339, 166924.91227840324 5390632.295415505, 166922.84173587448 5390636.639524247, 166929.77694015088 5390641.305989613, 166934.54141435688 5390644.376033903)));yes;1;0.0;0
buildings.87;MULTIPOLYGON (((167146.72749575792 5389381.123385535, 167157.7258614483 5389373.833026205, 167158.4717020366 5389374.922742705, 167164.51635038666 5389370.88618785, 167157.25831958698 5389359.51324237, 167150.64594183382 5389363.841406211, 167148.38615617072 5389360.388083831, 167134.05933770564 5389369.765775597, 167126.61206377158 5389364.347893599, 167121.46910329693 5389371.515460546, 167130.10749578246 5389377.71610109, 167139.9370068195 5389370.99362465, 167146.72749575792 5389381.123385535)));yes;1;0.0;0
buildings.88;MULTIPOLYGON (((166540.7264517775 5391922.354987154, 166539.59099297138 5391925.440808417, 166548.6301356238 5391928.741563643, 166549.77672637897 5391925.701798324, 166540.7264517775 5391922.354987154)));yes;1;0.0;0
buildings.89;MULTIPOLYGON (((167159.7073483844 5392189.366768797, 167162.81316217754 5392187.585845948, 167160.4531889727 5392183.471301369, 167153.41779715463 5392187.524434823, 167155.77777035942 5392191.638981205, 167159.7073483844 5392189.366768797)));yes;1;0.0;0
buildings.90;MULTIPOLYGON (((168074.34168058916 5391821.567410043, 168070.45663036048 5391819.218527569, 168067.35081656734 5391824.392210667, 168071.23586679605 5391826.756446637, 168074.34168058916 5391821.567410043)));yes;1;0.0;0
buildings.91;MULTIPOLYGON (((166592.4566191491 5390722.75460916, 166585.87763724325 5390717.673643423, 166586.1336720721 5390717.366636521, 166581.98145506548 5390720.743713022, 166587.49176985974 5390728.910103107, 166593.93716837667 5390733.991075007, 166595.8295997202 5390735.495411633, 166602.39744967694 5390727.160161767, 166600.89463655127 5390726.285191225, 166593.9260364276 5390720.881866178, 166592.4566191491 5390722.75460916)));yes;1;0.0;0
buildings.92;MULTIPOLYGON (((166688.8592981761 5391399.208002133, 166687.1783738651 5391399.023784435, 166683.80539329408 5391423.954612778, 166686.20989429523 5391424.230940071, 166688.8592981761 5391399.208002133)));yes;1;0.0;0
buildings.93;MULTIPOLYGON (((165324.3717717266 5390717.45873859, 165318.27146363116 5390734.037126124, 165326.98777976027 5390737.137901901, 165332.8765808232 5390720.482757068, 165324.3717717266 5390717.45873859)));yes;1;0.0;0
buildings.94;MULTIPOLYGON (((166824.6690769439 5391004.6988494415, 166823.57814593412 5391013.878645011, 166822.3536315354 5391017.578197304, 166820.6727072244 5391021.738276538, 166819.08083850605 5391025.622042239, 166817.04369182454 5391029.398353527, 166815.91936496756 5391031.516772732, 166815.30710776817 5391032.39177211, 166814.30523235103 5391032.33036864, 166813.2588291376 5391032.698789452, 166812.35714126215 5391033.312824175, 166811.21055050698 5391034.679051573, 166810.3422584788 5391036.3062440185, 166809.83018882116 5391038.071594639, 166809.71886933036 5391039.92905087, 166810.1196194972 5391041.80185836, 166810.89885593276 5391043.567210023, 166811.911863299 5391044.856684497, 166813.2588291376 5391045.977299366, 166814.72824641605 5391046.775545653, 166815.65219818967 5391044.503614091, 166813.036190156 5391042.630806055, 166812.01205084068 5391039.668085923, 166813.81542659152 5391035.200981194, 166816.5650180141 5391033.696595896, 166819.24781774226 5391034.0496658925, 166828.8212939505 5391009.85672677, 166826.99565430146 5391009.196641117, 166828.17564090388 5391005.957616861, 166824.6690769439 5391004.6988494415)));yes;1;0.0;0
buildings.95;MULTIPOLYGON (((165900.60598386894 5390440.71150097, 165899.86014328062 5390432.437915844, 165899.54844870642 5390429.014894843, 165891.45552172573 5390429.767038361, 165880.07866976663 5390430.7954796, 165881.14733687826 5390442.492087976, 165900.60598386894 5390440.71150097)));yes;1;0.0;0
buildings.96;MULTIPOLYGON (((167812.44031459987 5390380.954585566, 167803.4568316928 5390398.990603418, 167808.03206276445 5390401.277726484, 167811.68334206246 5390393.863765838, 167825.36450748096 5390400.694433301, 167832.3442395537 5390398.330561293, 167834.4370459806 5390394.032613733, 167837.72097095902 5390387.29404997, 167828.80427974646 5390383.303103349, 167826.47770238886 5390387.984790902, 167812.44031459987 5390380.954585566)));yes;1;0.0;0
buildings.97;MULTIPOLYGON (((166985.3031021586 5389622.01543241, 166978.96902313246 5389612.944455607, 166972.2230619904 5389617.748542048, 166978.51261322017 5389626.788826479, 166985.3031021586 5389622.01543241)));yes;1;0.0;0
buildings.98;MULTIPOLYGON (((165175.14799431825 5391074.422541305, 165155.74500707295 5391072.47297256, 165155.22180546625 5391077.554132912, 165174.6247927115 5391079.534404621, 165175.14799431825 5391074.422541305)));yes;1;0.0;0
buildings.99;MULTIPOLYGON (((167605.88699943296 5389895.238644253, 167616.07273284052 5389901.7466152, 167628.7854186891 5389881.716200373, 167622.36228407035 5389877.602679928, 167619.92438722195 5389881.286429494, 167617.83158079506 5389879.920372193, 167613.03371074187 5389885.967863346, 167612.12089091731 5389885.369253641, 167611.95391168116 5389885.599488138, 167605.88699943296 5389895.238644253)));yes;1;0.0;0
buildings.100;MULTIPOLYGON (((166134.04295606245 5390587.3194270665, 166131.91675378827 5390593.766483676, 166135.71274842432 5390595.0251952475, 166132.69599022382 5390604.051083263, 166129.3786693982 5390605.862401986, 166128.27660643932 5390609.131986679, 166130.13564193557 5390612.816027149, 166135.8351998642 5390614.750148986, 166139.47534721313 5390612.9081281815, 166140.75552135726 5390609.131986679, 166142.0245635523 5390609.546441157, 166148.3252467312 5390611.634064007, 166152.09897746908 5390600.213544768, 166141.76852872345 5390596.805811915, 166143.8502032013 5390590.681106022, 166134.04295606245 5390587.3194270665)));yes;1;0.0;0
buildings.101;MULTIPOLYGON (((169018.27530277072 5389828.117786097, 168994.2302927594 5389863.589096009, 169002.51246287444 5389869.283550882, 169026.3237019551 5389833.228961712, 169018.27530277072 5389828.117786097)));yes;1;0.0;0
buildings.102;MULTIPOLYGON (((167443.9171403287 5391310.292686114, 167445.07486303296 5391326.841432012, 167446.47748861695 5391326.764675234, 167446.80031514025 5391331.10910968, 167451.5759212953 5391330.77137972, 167458.0435837104 5391330.341541609, 167457.3422709184 5391320.271054407, 167455.24946449147 5391320.439919192, 167454.83758237556 5391314.483599488, 167454.48136000498 5391309.555822421, 167456.57416643194 5391309.402309158, 167456.40718719573 5391307.45269095, 167455.37191593132 5391307.207069788, 167452.64458840693 5391306.654422197, 167451.53139349897 5391306.393449732, 167451.7540324806 5391309.740038338, 167443.9171403287 5391310.292686114)));yes;1;0.0;0
buildings.103;MULTIPOLYGON (((166188.13309663886 5389879.198971228, 166183.04579590962 5389879.030132713, 166182.82315692803 5389884.770643971, 166187.93272155547 5389884.939482592, 166188.13309663886 5389879.198971228)));yes;1;0.0;0
buildings.104;MULTIPOLYGON (((166879.81675268285 5391699.33419944, 166880.85202394726 5391697.568722784, 166883.70180291156 5391699.211383665, 166890.93756981313 5391703.417824993, 166896.113926135 5391694.314105833, 166885.78347738937 5391688.265433971, 166884.83726171765 5391689.923445155, 166874.39549348125 5391683.79801643, 166869.08555377042 5391693.132004677, 166879.81675268285 5391699.33419944)));yes;1;0.0;0
buildings.105;MULTIPOLYGON (((167021.37061717562 5390300.076908394, 167013.7786279035 5390309.440201738, 167036.2429011456 5390327.6909761345, 167043.79036262137 5390318.358363709, 167021.37061717562 5390300.076908394)));yes;1;0.0;0
buildings.106;MULTIPOLYGON (((167251.50140049256 5390182.054174707, 167256.332666393 5390187.840922148, 167260.685258483 5390184.510088301, 167255.8985203789 5390178.723342941, 167251.50140049256 5390182.054174707)));yes;1;0.0;0
buildings.107;MULTIPOLYGON (((166523.2826875702 5391856.309447179, 166524.50720196893 5391853.116183353, 166525.5424732333 5391853.484636814, 166525.79850806211 5391852.855195493, 166529.8950653233 5391854.451827223, 166531.19750336558 5391851.212507369, 166533.3014417416 5391845.82387827, 166526.2883138216 5391843.014423315, 166525.57586908052 5391844.825984335, 166522.67043037084 5391846.054161504, 166517.72784497958 5391844.10443033, 166515.7129621962 5391849.2320706695, 166512.00602315285 5391847.7582575865, 166509.77963333696 5391853.39252345, 166507.83154224808 5391852.60955987, 166505.26006201076 5391859.088201689, 166520.87818656905 5391865.305859828, 166524.2845629873 5391856.708605233, 166523.2826875702 5391856.309447179)));yes;1;0.0;0
buildings.108;MULTIPOLYGON (((168316.88458712958 5390331.267456745, 168321.43755430303 5390330.254376263, 168327.80502917638 5390328.842203651, 168326.4580633378 5390323.485159502, 168327.1371122316 5390323.347012277, 168326.36900774515 5390319.862632839, 168323.08508276677 5390304.988798805, 168311.6970988586 5390307.552192642, 168316.88458712958 5390331.267456745)));yes;1;0.0;0
buildings.109;MULTIPOLYGON (((168287.87472782884 5391975.47424294, 168286.34965080497 5391974.522392324, 168284.00080954924 5391973.06391173, 168277.66673052308 5391983.3346904805, 168279.19180754694 5391984.271189563, 168282.45346862718 5391978.989950101, 168284.80230988294 5391980.448431628, 168287.87472782884 5391975.47424294)));yes;1;0.0;0
buildings.110;MULTIPOLYGON (((166550.22200434215 5392069.370181336, 166552.77122068132 5392068.172679725, 166554.6636520248 5392072.13364718, 166563.81411416802 5392067.604634144, 166561.64338409752 5392063.137033626, 166560.91980740736 5392063.474790292, 166555.87703447446 5392053.52632641, 166553.24989449175 5392054.831294056, 166550.56709476362 5392049.550014361, 166541.06041024986 5392054.263249294, 166543.8433975197 5392059.943698491, 166545.25715505276 5392059.268185431, 166548.05127427168 5392064.9486377025, 166550.22200434215 5392069.370181336)));yes;1;0.0;0
buildings.111;MULTIPOLYGON (((166229.72205839926 5390712.193571719, 166233.8408795586 5390712.961088569, 166233.70729616962 5390713.7439558245, 166236.11179717077 5390714.204466001, 166237.16933233332 5390708.801148002, 166237.42536716213 5390707.603822284, 166230.83525330716 5390706.314394758, 166229.72205839926 5390712.193571719)));yes;1;0.0;0
buildings.112;MULTIPOLYGON (((166712.0694120065 5390216.69796599, 166705.22326332272 5390224.64901833, 166705.90231221655 5390229.115732199, 166714.79673953092 5390218.846898383, 166712.0694120065 5390216.69796599)));yes;1;0.0;0
buildings.113;MULTIPOLYGON (((165523.3664934687 5390831.52785531, 165523.80063948277 5390829.793245114, 165519.87106145776 5390828.8261616975, 165517.9786301143 5390836.5628318675, 165513.63716997334 5390835.503644501, 165512.49057921817 5390840.185560598, 165516.8320393591 5390841.275449603, 165515.76337224751 5390845.665708026, 165511.37738431027 5390844.744674616, 165503.9301103762 5390843.056113607, 165503.10634614428 5390846.847701031, 165513.22528785744 5390849.073532427, 165512.4015236255 5390852.941875163, 165519.45917934185 5390854.507633393, 165520.3831311154 5390850.148071913, 165523.2997017742 5390850.884899061, 165523.75611168644 5390849.150285241, 165534.53183839525 5390851.713829675, 165535.62276940502 5390847.231465026, 165526.95098107224 5390844.790726285, 165528.91020411017 5390836.992647069, 165529.75623224024 5390833.5541260345, 165529.85641978192 5390833.155012069, 165523.3664934687 5390831.52785531)));yes;1;0.0;0
buildings.114;MULTIPOLYGON (((168312.40954359964 5390207.7645523865, 168309.74900776974 5390206.291000456, 168305.7303741521 5390213.428519805, 168307.08847193976 5390214.19599533, 168309.30372980653 5390213.305723726, 168312.40954359964 5390207.7645523865)));yes;1;0.0;0
buildings.115;MULTIPOLYGON (((167245.52354383693 5390678.822000568, 167252.52553980786 5390682.352565888, 167252.93742192377 5390681.508300144, 167248.20634356508 5390679.098305633, 167251.28989346002 5390672.942844788, 167249.10803144047 5390671.776224241, 167247.48276687492 5390675.015131645, 167245.52354383693 5390678.822000568)));yes;1;0.0;0
buildings.116;MULTIPOLYGON (((167877.9407029826 5389961.62323224, 167886.0781577596 5389968.668468459, 167887.14682487122 5389967.409841987, 167889.75170095576 5389969.666160294, 167888.69416579322 5389970.924787072, 167894.33806397647 5389975.836502963, 167905.14718653247 5389963.311632587, 167890.40848595146 5389950.510495806, 167886.81286639886 5389954.716143109, 167885.1096781897 5389953.257980506, 167877.9407029826 5389961.62323224)));yes;1;0.0;0
buildings.117;MULTIPOLYGON (((168279.70387720462 5391903.440921071, 168275.90788256857 5391901.951747055, 168272.8243326736 5391909.8888938045, 168276.62032730965 5391911.3780691, 168279.70387720462 5391903.440921071)));yes;1;0.0;0
buildings.118;MULTIPOLYGON (((167327.198654232 5390466.760294983, 167333.2655664802 5390470.29077948, 167337.16174865793 5390463.5214603925, 167331.08370446065 5390460.0370282335, 167327.198654232 5390466.760294983)));yes;1;0.0;0
buildings.119;MULTIPOLYGON (((167340.50133338175 5391391.378753229, 167341.74811167864 5391388.79970798, 167338.007776788 5391387.0035876045, 167331.0503086134 5391383.672322534, 167330.13748878893 5391385.606605331, 167339.21002728856 5391389.951067376, 167338.9094646634 5391390.565125781, 167340.50133338175 5391391.378753229)));yes;1;0.0;0
buildings.120;MULTIPOLYGON (((167598.4063296516 5391371.759605629, 167600.1874415043 5391368.781428798, 167600.33215684234 5391368.535806007, 167599.50839261047 5391368.044560452, 167602.02421310238 5391363.838271426, 167604.42871410353 5391359.816201225, 167605.2524783354 5391360.307446349, 167605.38606172433 5391360.077175195, 167609.1820563604 5391353.737045005, 167607.57905569297 5391352.769906883, 167613.37880116334 5391343.052477067, 167609.1931883095 5391340.534850784, 167609.6718621199 5391339.736579181, 167609.42695924014 5391339.598416793, 167603.5381581772 5391336.052249587, 167603.3155191956 5391335.914087255, 167602.80344953795 5391336.773764017, 167598.59557278597 5391334.240788073, 167592.78469536657 5391343.958208641, 167591.1928266482 5391342.991071542, 167587.39683201216 5391349.346545766, 167587.25211667415 5391349.576816656, 167588.0981448042 5391350.083412628, 167585.58232431224 5391354.2896954045, 167587.94229751706 5391355.717375761, 167583.58970542703 5391363.009294983, 167583.4561220381 5391363.224214795, 167584.27988626994 5391363.730811514, 167581.90878111604 5391367.691477723, 167581.07388493512 5391367.200232209, 167580.92916959705 5391367.43050354, 167577.28902224812 5391373.540371616, 167577.1443069101 5391373.770643103, 167577.96807114198 5391374.277240399, 167575.59696598808 5391378.237911119, 167574.7843337053 5391377.746665044, 167574.63961836725 5391377.9769366365, 167570.8881515275 5391384.271029071, 167597.51577372526 5391400.297956917, 167603.51589427906 5391390.273448034, 167599.30801752704 5391387.740457459, 167599.78669133747 5391386.926830333, 167599.54178845772 5391386.788667238, 167592.1167784218 5391382.306043657, 167595.72352992353 5391376.272926983, 167595.8793772106 5391376.011952558, 167595.04448102965 5391375.50535517, 167597.4489820308 5391371.483279902, 167598.2727462627 5391371.989877076, 167598.4063296516 5391371.759605629)));yes;1;0.0;0
